"WINE_NUM","WINE_TITLE","WINENERY","WINE_GRAPES","WINE_REGIONS","WINE_ALLERGENS","WINETYPE","WINE_REGION","WINE_COUNTRY","WINE_PRICE","WINE_ALCOHOL","WINESTYLE","WINE_IMAGENAME"
460,"Meursault 'Les Tillets'2018","Francois et Antoine Jobard","100% Chardonnay","France / Bourgogne / C?te de Beaune / Meursault","Contains sulfites","White wine","Meursault","France",88350,,"Burgundy C?te de Beaune White","igwBlHNXRUqN2x15DSgnSw_pb_x600.png"
461,"Vieilles Vignes Saint-Aubin 1er Cru 'Clos de la Chateni?re'2018","Hubert Lamy","100% Chardonnay","France / Bourgogne / C?te de Beaune / Saint-Aubin / Saint-Aubin Premier Cru / Saint-Aubin 1er Cru 'La Chateni?re'","Contains sulfites","White wine","Saint-Aubin 1er Cru 'La Chateni?re'","France",89758,,"Burgundy C?te de Beaune White","fj4UvIaiREaCKLYxCCewJQ_pb_x600.png"
462,"Puligny-Montrachet2018","Etienne Sauzet","100% Chardonnay","France / Bourgogne / C?te de Beaune / Puligny-Montrachet","Contains sulfites","White wine","Puligny-Montrachet","France",93511,13,"Burgundy C?te de Beaune White","Ti4g9o0FTWqeLEyCJ5PoUQ_pb_x600.png"
463,"?le des Vergelesses Pernand-Vergelesses 1er Cru Rouge2017","Chandon de Briailles","100% Pinot Noir","France / Bourgogne / C?te de Beaune / Pernand-Vergelesses / Pernand-Vergelesses Premier Cru","Contains sulfites","Red wine","Pernand-Vergelesses Premier Cru","France",92104,12.5,"Burgundy C?te de Beaune Red","3WgPGJ76SgezTzuTGzGOhQ_pb_x600.png"
464,"Gevrey-Chambertin2018","Domaine Trapet","100% Pinot Noir","France / Bourgogne / C?te de Nuits / Gevrey-Chambertin","Contains sulfites","Red wine","Gevrey-Chambertin","France",90763,13,"Burgundy C?te de Nuits Red","BRkpg8Y8QgqZMak9wyyHqA_pb_x600.png"
465,"?le des Vergelesses Pernand-Vergelesses 1er Cru Rouge2015","Chandon de Briailles","100% Pinot Noir","France / Bourgogne / C?te de Beaune / Pernand-Vergelesses / Pernand-Vergelesses Premier Cru","Contains sulfites","Red wine","Pernand-Vergelesses Premier Cru","France",85602,14,"Burgundy C?te de Beaune Red","3WgPGJ76SgezTzuTGzGOhQ_pb_x600.png"
466,"Les Lavi?res Savigny-l?s-Beaune 1er Cru2017","Chandon de Briailles","100% Pinot Noir","France / Bourgogne / C?te de Beaune / Savigny-l?s-Beaune / Savigny-l?s-Beaune Premier Cru / Savigny-l?s-Beaune 1er Cru 'Les Lavi?res'","Contains sulfites","Red wine","Savigny-l?s-Beaune 1er Cru 'Les Lavi?res'","France",73536,12.5,"Burgundy C?te de Beaune Red","6Q6KxPuLTjW1gVtiWfMifA_pb_x600.png"
467,"Chablis Premier Cru 'Mont?e de Tonnerre'2019","Jean-Paul & Benoit Droin","100% Chardonnay","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Montee de Tonnerre'","Contains sulfites","White wine","Chablis 1er Cru 'Montee de Tonnerre'","France",52688,,"Burgundy Chablis","-3OAVzf7QWufmGKa2P8PAg_pb_x600.png"
468,"Bourgogne Pinot Noir2009","Caroline Parent","Pinot Noir","France / Bourgogne","Contains sulfites","Red wine","Bourgogne","France",48638,,"Burgundy Red","6LsqVx78SU26jtwQpi6thg_pb_x600.png"
469,"Pouilly-Fuiss? Grand Beauregard2012","Joseph Burrier (Ch?teau de Beauregard)","Chardonnay","France / Bourgogne / M?connais / Pouilly-Fuiss?","Contains sulfites","White wine","Pouilly-Fuiss?","France",82183,13.5,"Burgundy White","qNPa3EtZQ86pVZShLKenbQ_pb_x600.png"
470,"Montserre Chablis2018","Ch?teau de B?ru","100% Chardonnay","France / Bourgogne / Chablis","Contains sulfites","White wine","Chablis","France",47258,,"Burgundy Chablis","Y4gX8RSXQRyUtZcQmVezgw_pb_x600.png"
471,"Marsannay2018","Sylvain Pataille","100% Pinot Noir","France / Bourgogne / C?te de Nuits / Marsannay","Contains sulfites","Red wine","Marsannay","France",42767,,"Burgundy C?te de Nuits Red","4YzYmoKZTGiPvAvia5lJ5w_pb_x600.png"
472,"Gevrey-Chambertin2017","Domaine Trapet","100% Pinot Noir","France / Bourgogne / C?te de Nuits / Gevrey-Chambertin","Contains sulfites, egg allergens, milk allergens","Red wine","Gevrey-Chambertin","France",90763,13,"Burgundy C?te de Nuits Red","BRkpg8Y8QgqZMak9wyyHqA_pb_x600.png"
473,"Quintaine Vir?-Cless?2017","Guillemot-Michel","100% Chardonnay","France / Bourgogne / M?connais / Vir?-Cless?","Contains sulfites","White wine","Vir?-Cless?","France",37807,,"Burgundy M?connais White","C34zELbSQdCMo0P4LwCGtA_pb_x600.png"
474,"Bourgogne Hautes-C?tes de Beaune 'Puits de Chaux'2017","Domaine de Chassorney","Pinot Noir","France / Bourgogne / Bourgogne Hautes-C?tes de Beaune","Contains sulfites","Red wine","Bourgogne Hautes-C?tes de Beaune","France",58788,,"Burgundy C?te de Beaune Red","wW_PlBWMQIWVmmkHvBNxVw_pb_x600.png"
475,"Chablis2017","Louis Latour","100% Chardonnay","France / Bourgogne / Chablis","Contains sulfites","White wine","Chablis","France",80000,13,"Burgundy Chablis","_DJM1ZfbS3m0aaW3fZbesw_pb_x600.png"
476,"Bourgogne Chardonnay2018","Francois Carillon","100% Chardonnay","France / Bourgogne","Contains sulfites","White wine","Bourgogne","France",33316,13,"Burgundy White","EPJPagSvTXyD64Ru7ufSZQ_pb_x600.png"
477,"Vire-Cless?2015","Les H?ritiers du Comte Lafon","100% Chardonnay","France / Bourgogne / M?connais / Vir?-Cless?","Contains sulfites, egg allergens, milk allergens","White wine","Vir?-Cless?","France",44711,13.5,"","pWJ2eRdNRPObbtJIMmFlaQ_pb_x600.png"
478,"Puligny-Montrachet2018","Francois Carillon","100% Chardonnay","France / Bourgogne / C?te de Beaune / Puligny-Montrachet","Contains sulfites","White wine","Puligny-Montrachet","France",92305,,"Burgundy C?te de Beaune White","hQ8VXkJGQymaCWa4lf3S2w_pb_x600.png"
479,"?le des Vergelesses Pernand-Vergelesses 1er Cru Rouge2014","Chandon de Briailles","100% Pinot Noir","France / Bourgogne / C?te de Beaune / Pernand-Vergelesses / Pernand-Vergelesses Premier Cru","Contains sulfites","Red wine","Pernand-Vergelesses Premier Cru","France",85602,14,"Burgundy C?te de Beaune Red","3WgPGJ76SgezTzuTGzGOhQ_pb_x600.png"
480,"Savigny-l?s-Beaune2017","Fanny Sabre","100% Pinot Noir","France / Bourgogne / C?te de Beaune / Savigny-l?s-Beaune","Contains sulfites","Red wine","Savigny-l?s-Beaune","France",45516,,"Burgundy C?te de Beaune Red","XztAKAKQR7OL75IExchxlg_pb_x600.png"
481,"Volnay2017","Domaine de Chassorney","100% Pinot Noir","France / Bourgogne / C?te de Beaune / Volnay","Contains sulfites","Red wine","Volnay","France",90495,,"Burgundy C?te de Beaune Red","D4sE--FnRMewKSoc8bzvyQ_pb_x600.png"
482,"Saint-Aubin 'Le Ban'2017","Dominique Derain","100% Pinot Noir","France / Bourgogne / C?te de Beaune / Saint-Aubin","Contains sulfites","Red wine","Saint-Aubin","France",50074,13,"Burgundy C?te de Beaune Red","IO4QVuGaRaaoaw2KYZm9aQ_pb_x600.png"
483,"La Boissonneuse Chablis2019","Julien Brocard","100% Chardonnay","France / Bourgogne / Chablis","Contains sulfites","White wine","Chablis","France",32042,13.5,"Burgundy Chablis","1W6z370RTEyOWcTGUN0dNw_pb_x600.png"
484,"Proprietary Red2018","Paraduxx","100% Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",56577,14.5,"Californian Red Blend","vlT903EeRi2hZwoFY2gYIQ_pb_x600.png"
485,"Merlot Unfiltered2002","Newton","Merlot","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",97275,,"Californian Merlot","Yu0gmUfSRUSAIFwn97XjFw_pb_x600.png"
486,"Cabernet Sauvignon2016","Black Stallion","91% Cabernet Sauvignon, 5% Merlot, 2% Malbec, 1% Cabernet Franc, 1% Petit Verdot","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites, egg allergens, milk allergens","Red wine","Napa Valley","United States",77820,14.5,"Napa Valley Cabernet Sauvignon","EuImGKoYR9C0I78cIUZGVA_pb_x600.png"
487,"Napa Valley Cabernet Sauvignon2016","Louis M. Martini","100% Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites, egg allergens, milk allergens","Red wine","Napa Valley","United States",89169,15,"Napa Valley Cabernet Sauvignon","2VMr_OpcQtyJrK8lsQR3tw_pb_x600.png"
488,"Petite Sirah2015","Stags' Leap","100% Petite Sirah","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",93222,,"Californian Petite Sirah","fL5_KXGsTI65FboRRKtLbQ_pb_x600.png"
489,"Postmark Rector Creek Vineyard Red2016","Paraduxx","Cabernet Sauvignon, Cabernet Franc, Merlot, Zinfandel","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",92786,,"Californian Red Blend","010b9hzolfviu_150x200.jpg"
490,"Howell Mountain Red2013","Duckhorn","Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot","United States / California / North Coast / Napa County / Napa Valley / Howell Mountain","Contains sulfites","Red wine","Howell Mountain","United States",72956,,"Napa Valley Bordeaux Blend","tszvN01KSGi3JYWCoVQ4Pg_pb_x600.png"
491,"Cork Tree Vineyard Red2016","Paraduxx","Cabernet Sauvignon, Malbec, Merlot","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",92786,,"Napa Valley Bordeaux Blend","BohtYbmLSp6aivHLNqJcLQ_150x200.jpg"
492,"Napa Valley Cabernet Sauvignon2014","Louis M. Martini","100% Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",89169,15.5,"Napa Valley Cabernet Sauvignon","2VMr_OpcQtyJrK8lsQR3tw_pb_x600.png"
493,"Merlot2014","Stags' Leap","100% Merlot","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",93222,14.8,"Californian Merlot","Aznsgad-RvyG-DC_-GGQ_A_pb_x600.png"
494,"Cabernet Sauvignon2018","Robert Mondavi","100% Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites, egg allergens, milk allergens","Red wine","Napa Valley","United States",98491,14.5,"Napa Valley Cabernet Sauvignon","uy1ky0joQO-3t-d_GulD4g_pb_x600.png"
495,"Napa Valley Cabernet Sauvignon2017","Beaulieu Vineyard (BV)","100% Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",60000,14.6,"Napa Valley Cabernet Sauvignon","yL_Hsr9MSOKgN7dAyHVobQ_pb_x600.png"
496,"Cabernet Sauvignon2004","Robert Mondavi","Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",76604,,"Napa Valley Cabernet Sauvignon","PEEyo-W1S9i8qOn9L7YkqQ_pb_x600.png"
497,"Napa Valley Cabernet Sauvignon2004","Beaulieu Vineyard (BV)","Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",68093,,"Napa Valley Cabernet Sauvignon","yL_Hsr9MSOKgN7dAyHVobQ_pb_x600.png"
498,"Napa Valley Cabernet Sauvignon2015","Beaulieu Vineyard (BV)","100% Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",60000,14.6,"Napa Valley Cabernet Sauvignon","yL_Hsr9MSOKgN7dAyHVobQ_pb_x600.png"
499,"Napa Valley Cabernet Sauvignon2014","Sterling Vineyards","100% Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",68093,14.6,"Napa Valley Cabernet Sauvignon","4eFFE-apQ8y4m_iMPhIk7w_pb_x600.png"
500,"Carneros Pinot Noir2013","Robert Mondavi","100% Pinot Noir","United States / California / North Coast / Napa County / Napa Valley / Los Carneros","Contains sulfites","Red wine","Los Carneros","United States",89169,13.5,"Californian Pinot Noir","80WTTmjwSfuE8D2kc_D1Lg_pb_x600.png"
501,"Chardonnay Unfiltered2005","Newton","Chardonnay","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","White wine","Napa Valley","United States",97275,,"Napa Valley Chardonnay","5NZEY7Y_Rl6XrJ9FY9YivQ_pb_x600.png"
502,"Napa Valley Merlot2005","Beringer","Merlot","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",53907,,"Californian Merlot","v6MqC3y2TtafGM5bu1Pwvg_pb_x600.png"
503,"Diamond Collection Claret2004","Francis Ford Coppola Winery","Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",46611,,"Californian Cabernet Sauvignon","OsQ9TMiURkyfzqv6glbYwQ_pb_x600.png"
504,"Chardonnay2015","Beaulieu Vineyard (BV)","100% Chardonnay","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","White wine","Napa Valley","United States",60000,,"Californian Chardonnay","PTnV6hFHQwS3aZKkY7sSyg_pb_x600.png"
505,"Rossj-Bass Langhe2017","Gaja","100% Chardonnay","Italy / Piemonte / Langhe","Contains sulfites, egg allergens, milk allergens","White wine","Langhe","Italy",83725,13.5,"Northern Italy White","vBDEAf6nSvy7LfzWtayPug_pb_x600.png"
506,"Rossj-Bass Langhe2018","Gaja","100% Chardonnay","Italy / Piemonte / Langhe","Contains sulfites, egg allergens, milk allergens","White wine","Langhe","Italy",89489,13.5,"Northern Italy White","vBDEAf6nSvy7LfzWtayPug_pb_x600.png"
507,"Sito Moresco Langhe2018","Gaja","35% Nebbiolo, 25% Merlot, 25% Barbera, 15% Cabernet Sauvignon","Italy / Piemonte / Langhe","Contains sulfites, egg allergens, milk allergens","Red wine","Langhe","Italy",59257,14,"Northern Italy Red","GA5vHCgZQyCwLyH9ZXQxtg_pb_x600.png"
508,"Barolo del Comune di Serralunga d'Alba2015","Ferdinando Principiano","100% Nebbiolo","Italy / Piemonte / Barolo","Contains sulfites","Red wine","Barolo","Italy",49269,13.5,"Italian Barolo","B8X4iYhAS7uC8ZVZDHEBmw_pb_x600.png"
509,"Cascinetta Moscato d'Asti2018","Vietti","100% Moscato Bianco","Italy / Piemonte / Moscato d'Asti","Contains sulfites","Sparkling wine","Moscato d'Asti","Italy",32425,5.5,"Italian Moscato d'Asti","oFLBf2lSTiqefNRdHShgog_pb_x600.png"
510,"Cascinetta Moscato d'Asti2019","Vietti","100% Moscato Bianco","Italy / Piemonte / Moscato d'Asti","Contains sulfites","Sparkling wine","Moscato d'Asti","Italy",35668,5.5,"Italian Moscato d'Asti","oFLBf2lSTiqefNRdHShgog_pb_x600.png"
511,"Barolo2016","Ceretto","100% Nebbiolo","Italy / Piemonte / Barolo","Contains sulfites","Red wine","Barolo","Italy",77759,14,"Italian Barolo","8iwRhCnySQiVmRGPgzH60A_pb_x600.png"
512,"Rossj-Bass Langhe2019","Gaja","100% Chardonnay","Italy / Piemonte / Langhe","Contains sulfites, egg allergens, milk allergens","White wine","Langhe","Italy",94986,13.5,"Northern Italy White","vBDEAf6nSvy7LfzWtayPug_pb_x600.png"
513,"Montemarino2018","Cascina Degli Ulivi","100% Cortese","Italy / Piemonte / Monferrato","Contains sulfites","White wine","Monferrato","Italy",35729,,"Northern Italy White","B6hRiR6HQHmWWa4X2nzrmQ_pb_x600.png"
514,"Barolo2015","Roberto Sarotto","100% Nebbiolo","Italy / Piemonte / Barolo","Contains sulfites","Red wine","Barolo","Italy",59000,14,"Italian Barolo","6dwQ0QosQY25QzaQZoRySQ_pb_x600.png"
515,"Barolo2014","Roberto Sarotto","Nebbiolo","Italy / Piemonte / Barolo","Contains sulfites","Red wine","Barolo","Italy",59000,,"Italian Barolo","YmFWrvVtQeGuljOueZ9V8A_pb_x600.png"
516,"Moscato d'Asti2018","Prunotto","100% Moscato Bianco","Italy / Piemonte / Moscato d'Asti","Contains sulfites, egg allergens, milk allergens","Sparkling wine","Moscato d'Asti","Italy",40000,5,"Italian Moscato d'Asti","SuZGZLlESPy9Uh0Z4SOv1w_pb_x600.png"
517,"Barolo Lecinquevigne2007","Damilano","Nebbiolo","Italy / Piemonte / Barolo","Contains sulfites","Red wine","Barolo","Italy",97275,,"Italian Barolo","gYw_2VF8Q7KxHzNCWciGVQ_pb_x600.png"
518,"Barolo Bricco Boschis2015","Cavallotto","100% Nebbiolo","Italy / Piemonte / Barolo","Contains sulfites","Red wine","Barolo","Italy",92573,14.5,"Italian Barolo","c-RT6hZLSTuXwGumoTCTYQ_pb_x600.png"
519,"Barbaresco2017","Ceretto","100% Nebbiolo","Italy / Piemonte / Barbaresco","Contains sulfites, egg allergens","Red wine","Barbaresco","Italy",76552,14,"Italian Barbaresco","9iKI3CjhTn2SVRghHoSoOg_pb_x600.png"
520,"Bianco2015","Villa M","Moscato Bianco","Italy / Piemonte","Contains sulfites","White wine","Piemonte","Italy",36000,,"Northern Italy White","QWMvYdUpSDKCG2jqrj8l1A_pb_x600.png"
521,"Barbera d'Alba Conca Tre Pile2008","Aldo Conterno","Barbera","Italy / Piemonte / Barbera d'Alba","Contains sulfites","Red wine","Barbera d'Alba","Italy",83089,,"Italian Barbera","bt1RTK4TQauCMRckPiek3Q_pb_x600.png"
522,"Moscato d'Asti2018","Casa Martelletti","Moscato","Italy / Piemonte / Moscato d'Asti","Contains sulfites","Sparkling wine","Moscato d'Asti","Italy",50000,,"Italian Moscato d'Asti","00bm7m540dkn1_150x200.jpg"
523,"Barbera d'Alba Superiore Santo Stefano di Perno2016","Mascarello Giuseppe e Figlio","100% Barbera","Italy / Piemonte / Barbera d'Alba","Contains sulfites","Red wine","Barbera d'Alba","Italy",52621,14,"Italian Barbera","6BYvVZCoQuGUDudFNbsFfw_pb_x600.png"
524,"Mompertone Monferrato2017","Prunotto","50% Shiraz/Syrah, 50% Barbera","Italy / Piemonte / Monferrato","Contains sulfites","Red wine","Monferrato","Italy",60000,14.5,"Northern Italy Red","JWKy7P3iRIefIR85Pw5BUw_pb_x600.png"
525,"Mompertone Monferrato2016","Prunotto","60% Barbera, 40% Shiraz/Syrah","Italy / Piemonte / Monferrato","Contains sulfites, egg allergens, milk allergens","Red wine","Monferrato","Italy",60000,14,"Northern Italy Red","JWKy7P3iRIefIR85Pw5BUw_pb_x600.png"
526,"Barolo2013","Roberto Sarotto","Nebbiolo","Italy / Piemonte / Barolo","Contains sulfites","Red wine","Barolo","Italy",59000,,"Italian Barolo","6dwQ0QosQY25QzaQZoRySQ_pb_x600.png"
527,"Bianco2016","Villa M","100% Moscato","Italy / Piemonte","Contains sulfites","White wine","Piemonte","Italy",36000,,"Northern Italy White","QWMvYdUpSDKCG2jqrj8l1A_pb_x600.png"
528,"Mounb? Rosso2009","Cascina Degli Ulivi","Ancellotta, Barbera, Dolcetto","Italy / Piemonte","Contains sulfites","Red wine","Piemonte","Italy",66832,,"Northern Italy Red","CNF4svqUQMucu8CBpC_btw_pb_x600.png"
529,"Moscato d'Asti2017","Pio Cesare","100% Moscato","Italy / Piemonte / Moscato d'Asti","Contains sulfites","Sparkling wine","Moscato d'Asti","Italy",48638,5,"Italian Moscato d'Asti","Kuyh8pcARbOUSXTv1DWdYQ_pb_x600.png"
530,"C?te-R?tie Les B?casses 2018","M. Chapoutier","100% Shiraz/Syrah","France / Rhone Valley / Northern Rh?ne / C?te-R?tie","Contains sulfites","Red wine","C?te-R?tie","France",93578,13.5,"Northern Rh?ne C?te-Rotie","j8oDyZplQ3GJkUrUyVyIaA_pb_x600.png"
531,"Chante-Alouette Hermitage Blanc2017","M. Chapoutier","100% Marsanne","France / Rhone Valley / Northern Rh?ne / Hermitage","Contains sulfites","White wine","Hermitage","France",89087,13.5,"Northern Rh?ne White","3ZLhpX9ISnGoGEz3o4Vyfg_pb_x600.png"
532,"Ch?teauneuf-du-Pape La Bernardine2016","M. Chapoutier","Shiraz/Syrah, Mourvedre, Grenache","France / Rhone Valley / Southern Rh?ne / Ch?teauneuf-du-Pape","Contains sulfites, egg allergens, milk allergens","Red wine","Ch?teauneuf-du-Pape","France",54632,15,"Southern Rh?ne Ch?teauneuf-du-Pape Red","XK3-xAWoR9q54RiFFkWcKQ_pb_x600.png"
533,"Condrieu Invitare 2018","M. Chapoutier","100% Viognier","France / Rhone Valley / Northern Rh?ne / Condrieu","Contains sulfites","White wine","Condrieu","France",63883,13.5,"Northern Rh?ne Condrieu","gLBET1igQpy5B9XMSEA9cQ_pb_x600.png"
534,"La Guiraude Crozes-Hermitage2017","Alain Graillot","100% Shiraz/Syrah","France / Rhone Valley / Northern Rh?ne / Crozes-Hermitage","Contains sulfites","Red wine","Crozes-Hermitage","France",56174,14.1,"Northern Rh?ne Crozes-Hermitage","9qam3xRkROWUNhytPxi2Tg_pb_x600.png"
535,"Vendange Ch?teauneuf-du-Pape Rouge2010","La Ferme du Mont","Shiraz/Syrah, Grenache, Mourvedre","France / Rhone Valley / Southern Rh?ne / Ch?teauneuf-du-Pape","Contains sulfites","Red wine","Ch?teauneuf-du-Pape","France",81063,,"Southern Rh?ne Ch?teauneuf-du-Pape Red","VNwyOsQTT5eInNP3XrwI9g_pb_x600.png"
536,"Vieilles Vignes Ch?teauneuf-du-Pape2005","Domaine Chante Cigale","Shiraz/Syrah, Grenache, Mourvedre, Cinsault","France / Rhone Valley / Southern Rh?ne / Ch?teauneuf-du-Pape","Contains sulfites","Red wine","Ch?teauneuf-du-Pape","France",52691,,"Southern Rh?ne Ch?teauneuf-du-Pape Red","uOZHAc7IQSCAAa4jmw-FTg_pb_x600.png"
537,"Ch?teauneuf-du-Pape (Tradition) Rouge2018","Domaine de la Janasse","65% Grenache, 20% Shiraz/Syrah, 10% Mourvedre, 5% Cinsault","France / Rhone Valley / Southern Rh?ne / Ch?teauneuf-du-Pape","Contains sulfites","Red wine","Ch?teauneuf-du-Pape","France",62408,14.5,"Southern Rh?ne Ch?teauneuf-du-Pape Red","LTxYPZhYSse3GeI7Bs5gfw_pb_x600.png"
538,"Crozes-Hermitage Rouge2018","Alain Graillot","100% Shiraz/Syrah","France / Rhone Valley / Northern Rh?ne / Crozes-Hermitage","Contains sulfites","Red wine","Crozes-Hermitage","France",37472,13.5,"Northern Rh?ne Crozes-Hermitage","82p0l6mcQ2i_omAFnngp_A_pb_x600.png"
539,"Terres d'Encre Saint-Joseph2016","Domaine Georges Vernay","100% Shiraz/Syrah","France / Rhone Valley / Northern Rh?ne / Saint-Joseph","Contains sulfites","Red wine","Saint-Joseph","France",58051,13,"Northern Rh?ne Saint-Joseph","9vPGDHZ_STSZFTXINLXZmg_pb_x600.png"
540,"St-Julien en St-Alban2017","?ric Texier","100% Marsanne","France / Rhone Valley / Southern Rh?ne / C?tes-du-Rh?ne / C?tes-du-Rh?ne-Villages","Contains sulfites","Red wine","C?tes-du-Rh?ne-Villages","France",38611,,"Southern Rh?ne Red","wUCdaMBjTJ2NeRkBFHxh7Q_pb_x600.png"
541,"Ka2013","Marc Kreydenweiss","100% Cari?ena","France / Rhone Valley / Southern Rh?ne / Costi?res-de-N?mes","Contains sulfites","Red wine","Costi?res-de-N?mes","France",42231,,"","rkAwn0jTReWmnIJ_OjD6Cg_pb_x600.png"
542,"Gigondas La Gille2014","Famille Perrin","100% Grenache","France / Rhone Valley / Southern Rh?ne / Gigondas","Contains sulfites","Red wine","Gigondas","France",66877,15,"Southern Rh?ne Red","lMmMYT1fRh2KcbI4OGBdNw_pb_x600.png"
543,"La Myst?riale Ch?teauneuf-du-Pape2016","Maison de Grand Esprit","Shiraz/Syrah, Grenache, Mourvedre, Counoise","France / Rhone Valley / Southern Rh?ne / Ch?teauneuf-du-Pape","Contains sulfites","Red wine","Ch?teauneuf-du-Pape","France",74983,,"Southern Rh?ne Ch?teauneuf-du-Pape Red","1S2rOgL1Q0udN5K_GHCz0Q_pb_x600.png"
544,"La Myst?riale Ch?teauneuf-du-Pape2015","Maison de Grand Esprit","Shiraz/Syrah, Grenache, Mourvedre, Counoise","France / Rhone Valley / Southern Rh?ne / Ch?teauneuf-du-Pape","Contains sulfites","Red wine","Ch?teauneuf-du-Pape","France",74983,,"Southern Rh?ne Ch?teauneuf-du-Pape Red","1S2rOgL1Q0udN5K_GHCz0Q_pb_x600.png"
545,"Cairanne Les Hautes Rives Rouge2018","Pierre Amadieu","Shiraz/Syrah, Grenache, Mourvedre","France / Rhone Valley / Southern Rh?ne / Cairanne","Contains sulfites","Red wine","Cairanne","France",51475,,"","nn54_4-kQ2u39TNVFppHKQ_pb_x600.png"
546,"Gigondas2019","M. Chapoutier","100% Garnacha","France / Rhone Valley / Southern Rh?ne / Gigondas","Contains sulfites, egg allergens, milk allergens","Red wine","Gigondas","France",36399,14.5,"Southern Rh?ne Red","J5v4-fcmQYyj1py4ApNEdQ_pb_x600.png"
547,"Vieilles Vignes Ch?teauneuf du Pape Rouge2016","?ric Texier","Shiraz/Syrah, Grenache, Mourvedre","France / Rhone Valley / Southern Rh?ne / Ch?teauneuf-du-Pape","Contains sulfites","Red wine","Ch?teauneuf-du-Pape","France",69044,,"Southern Rh?ne Ch?teauneuf-du-Pape Red","wB3LK5l0R2-AdTmJN6ZOKw_pb_x600.png"
548,"Saint-Esprit C?tes-du-Rh?ne2017","Delas","Shiraz/Syrah, Grenache","France / Rhone Valley / Southern Rh?ne / C?tes-du-Rh?ne","Contains sulfites, egg allergens","Red wine","C?tes-du-Rh?ne","France",32425,14,"Southern Rh?ne Red","w2UpieGjTZ-NwGH0ZKIkkg_pb_x600.png"
549,"C?tes Du Rh?ne Roulepierre Rouge2018","Pierre Amadieu","100% Shiraz/Syrah","France / Rhone Valley / Southern Rh?ne / C?tes-du-Rh?ne","Contains sulfites, egg allergens","Red wine","C?tes-du-Rh?ne","France",32020,14,"Southern Rh?ne Red","uFHDgKneTtmboMFVjGWs_w_pb_x600.png"
550,"Grande R?serve C?tes-du-Rh?ne2017","Cellier des Princes","Shiraz/Syrah, Grenache, Mourvedre","France / Rhone Valley / Southern Rh?ne / C?tes-du-Rh?ne","Contains sulfites","Red wine","C?tes-du-Rh?ne","France",45000,,"Southern Rh?ne Red","Gn6tbe9GTNK42mpfnVP90A_150x200.jpg"
551,"Sainte-Agathe Syrah2017","Domaine Georges Vernay","100% Shiraz/Syrah","France / Rhone Valley / Southern Rh?ne / C?tes-du-Rh?ne","Contains sulfites","Red wine","C?tes-du-Rh?ne","France",38276,13,"Southern Rh?ne Red","Upl7gYDBShCwsDKDL_wtGA_pb_x600.png"
552,"Gigondas2016","Cellier des Princes","Grenache, Mourvedre, Cinsault, Shiraz/Syrah","France / Rhone Valley / Southern Rh?ne / Gigondas","Contains sulfites","Red wine","Gigondas","France",80000,,"Southern Rh?ne Red","G1tX1mNASfKTz3MECBEwzA_pb_x600.png"
553,"Crozes-Hermitage Les Meysonniers Blanc2018","M. Chapoutier","100% Marsanne","France / Rhone Valley / Northern Rh?ne / Crozes-Hermitage","Contains sulfites","White wine","Crozes-Hermitage","France",32779,13,"Northern Rh?ne White","0OxcngauTW-2KkqmE0ko-A_pb_x600.png"
554,"L'Andeol Rasteau2011","Famille Perrin","Shiraz/Syrah, Grenache","France / Rhone Valley / Southern Rh?ne / Rasteau","Contains sulfites","Red wine","Rasteau","France",46611,,"Southern Rh?ne Red","eHzxSdrtSVKG8tg2Cp8IDw_pb_x600.png"
